area_base,area_log,indice_forma,densidad_zona,centroide_x,centroide_y,nivel_consolidacion_urbana
21.118,3.0963917566531682,0.06515985133384516,0.26459156069379747,23.687055897448207,44.25773459328154,0
95.308,4.567551389081583,0.2045629423436353,0.4201784164740347,35.01252591667301,55.704051327503514,0
34.042,3.5565473420648956,0.007601795110598209,0.5970356784884848,93.09486955069778,2.0934117826733267,0
10.198,2.4157351909267017,0.0648516641217329,0.281186241120396,26.806364082287626,82.6858560972753,0
17.059,2.8936441754702065,0.02854559233559828,0.5927540849389498,38.08908566310215,43.34722327556344,0
21.118,3.0963917566531682,-0.01755030909888734,0.48322293438705305,68.11178539649828,72.20660642037853,0
34.042,3.5565473420648956,0.1822349482485348,0.5316814098836685,86.89049844787182,55.646463734882204,0
479.0,6.173786103901937,0.4680677301750429,0.5910413912579957,14.879596940511563,55.768869118545275,1
338.0,5.82600010738045,0.4188903186807033,0.41459728646282934,83.54802257421944,80.01375827520759,0
9.838,2.3830584771439223,-0.0108748655849226,0.521638028342306,15.241601333041743,41.54430005920896,0
338.0,5.82600010738045,0.2875604241981631,0.47655854949424353,11.15122123212764,39.09174268411623,1
13.813,2.695505173599915,-0.007252450684436421,0.2768207444764066,79.52673118598902,97.33826191648211,0
11.723,2.5434113791605633,0.013060466409510255,0.364932730793296,17.436642900499145,92.09945210965759,0
948.0,6.855408798609928,1.019737590692999,0.36778494421595065,85.56964681062857,23.74785567522575,0
95.308,4.567551389081583,0.09492965130309285,0.4038252605904724,7.613085949030019,96.57472098197475,1
479.0,6.173786103901937,0.4639984260634896,0.4112185900485361,20.322309108608728,19.26763964867003,1
13.813,2.695505173599915,-0.0022894349483190968,0.3518201134790342,60.67150463828559,36.14037790671863,0
10.198,2.4157351909267017,0.05549157627341714,0.27045812961053184,60.31521094663882,90.43597749938573,0
13.549,2.677522262733252,0.0025134383264570834,0.27152413037392287,40.99048896962883,71.87181132622024,0
17.804,2.934069613161884,0.05296896127344035,0.48559990073992126,50.723480868839246,84.99593305032053,0
95.308,4.567551389081583,0.10557285513476213,0.6895783908644583,95.02373538208025,56.660525890546296,0
21.118,3.0963917566531682,0.07103856667060687,0.45344047943660465,2.3638586046336396,60.50895185405384,1
26.903,3.3287342099284394,0.007377050565175732,0.5594550434701027,44.84455219783198,35.442494879305485,0
21.118,3.0963917566531682,0.024299135223590503,0.6523441825991706,10.410964938416633,5.115020562039763,1
13.549,2.677522262733252,0.07066144855090048,0.4787506052191635,14.888805033244468,54.42573370152508,0
13.813,2.695505173599915,-0.02756631011537849,0.14223294519604457,99.68742518459473,0.06533907612995549,0
17.059,2.8936441754702065,0.04977415149765223,0.49938907443178476,35.33522280260528,83.61177032072487,0
21.118,3.0963917566531682,-0.02766244097740839,0.7352778478208831,8.565824959643054,83.91466080707525,1
13.813,2.695505173599915,-0.021123912104420963,0.32668223092735105,61.06200424416326,83.81549749886426,0
226.0,5.424950017481403,0.22674512988712212,0.6010209194237346,20.376645912768907,13.22687150984817,1
19.755,3.032787181505002,0.14023524874784227,0.4249608475119987,66.01973767177313,74.83843496762313,0
226.0,5.424950017481403,0.29262224538144005,0.6052734560815016,9.653447019544082,47.34356593750214,1
19.755,3.032787181505002,0.05425865563163124,0.5914820070785628,90.53506419560637,89.53460891531692,0
17.059,2.8936441754702065,-0.033514828465026916,0.6064116470879908,43.747492202372904,27.09426983163654,0
226.0,5.424950017481403,0.24777799286000926,0.607285487583685,59.83574842977588,77.67984372086308,0
34.042,3.5565473420648956,-0.04785202939779398,0.5919898316991715,51.55960285792502,10.548342746103568,0
17.059,2.8936441754702065,0.0671099211005624,0.676762897634558,61.81282404578958,58.37135877313639,0
13.549,2.677522262733252,0.02937080286112962,0.573376752595669,72.84906771616131,75.18251459566811,0
13.549,2.677522262733252,-0.08957885886361468,0.5410866630270769,11.833619092338733,62.13306241557073,0
479.0,6.173786103901937,0.5101959820264484,0.4251128578258017,15.41450431784871,22.833125236861086,1
18.254,2.9577188313557747,0.07373023214842983,0.5650343690287819,76.93048936413398,57.71170823879065,0
95.308,4.567551389081583,0.15151107544179737,0.278501416472292,18.643826214425452,16.82036557665182,1
95.308,4.567551389081583,0.04561890999471716,0.4183555780528562,49.636624720123635,34.2107620863594,0
13.813,2.695505173599915,0.03976971406015145,0.3938840682781718,0.4632023004602859,14.122354337314945,1
21.118,3.0963917566531682,0.014654528671342416,0.5153812159726283,60.79050927934446,57.69816124176819,0
95.308,4.567551389081583,0.10074358404736633,0.508084602054981,98.7668007996647,21.469588746335543,0
226.0,5.424950017481403,0.20012723416680148,0.43930422199385805,79.45782787001903,85.79349139973289,0
5.076,1.8043465847335263,0.03386984686614304,0.6064899122220856,62.296658356348274,13.457626710410775,0
18.254,2.9577188313557747,0.040075062918044,0.26824153888903474,51.22219208126745,67.48932030541548,0
18.254,2.9577188313557747,0.09820687877863128,0.5521096229652143,45.94467684059866,79.86557803566366,0
13.549,2.677522262733252,0.0403149398430146,0.20862534635573454,97.99703293588506,37.66764404294625,0
13.813,2.695505173599915,0.017958934853368882,0.4126907998860481,98.99602323899452,58.31908042770976,0
338.0,5.82600010738045,0.4143673911909407,0.3386524274637669,64.78174459905284,85.3317186666586,0
95.308,4.567551389081583,0.10789702179113944,0.5393754336277751,44.600577295795574,65.70304982341074,0
338.0,5.82600010738045,0.3284089221652263,0.4735798703433832,36.87071708647952,60.73244167930659,0
338.0,5.82600010738045,0.317195617298638,0.5708959644485018,49.28645844474466,85.8322938878858,1
26.903,3.3287342099284394,-0.004184203170315922,0.4462394636730667,77.64129607419969,15.949226254135828,0
52.0,3.970291913552122,0.048467891560592204,0.6724231046015553,14.055296757836079,33.21725220617326,1
19.755,3.032787181505002,0.06838196131929451,0.4541068352702612,62.28904758190003,10.590580440375764,0
11.723,2.5434113791605633,-0.010629835452427508,0.42959803003599334,33.90297910487007,73.44439320755914,0
19.755,3.032787181505002,0.04129845503852002,0.3838694272470649,15.643704267108605,10.189310087293679,0
13.549,2.677522262733252,0.05474036873717832,0.6657495802706621,24.697879907199983,6.81866197654627,1
18.254,2.9577188313557747,0.07782549135758055,0.3851583264454718,52.70414639116516,47.16494907505954,0
226.0,5.424950017481403,0.21847630134037516,0.36390101609416015,7.896916219082861,32.20675351957297,1
18.254,2.9577188313557747,-0.018205005607114383,0.6000598209092531,73.74337687214856,50.00582591910867,0
52.0,3.970291913552122,0.024431449843640977,0.42658786482583694,63.69023174547432,53.836310210102276,0
6.774,2.0507848324300313,0.024656550861466543,0.523523452414729,6.505159298527952,64.06151835488873,1
13.265,2.6578089846654636,-0.01790150566017333,0.3323108587944891,25.178229582536417,32.52951340230311,0
6.774,2.0507848324300313,0.09960614711146869,0.6032307959679324,80.21969807540397,78.75490858587793,0
226.0,5.424950017481403,0.1877520205665015,0.5990514581844022,30.39464012407238,29.191117349780725,1
21.118,3.0963917566531682,0.04221430743411071,0.37761356972771704,53.582768447308126,94.89806670470014,0
16.067,2.83714677443662,0.008509467507091242,0.5341107618487431,44.554163874189086,73.59204063739489,0
52.0,3.970291913552122,0.13160235919069246,0.5171714088228169,44.33800143791877,19.202336913634454,0
52.0,3.970291913552122,0.011595528094141286,0.5403959284343507,68.82742357802371,27.556677630917846,0
95.308,4.567551389081583,0.09587613322049406,0.4189435491519419,82.89154741506773,5.034952696935324,0
9.838,2.3830584771439223,0.06136852713646382,0.4425773778519875,30.552431065802356,34.9937853570714,0
13.813,2.695505173599915,0.06810934641107809,0.6443753887929948,53.71065418185478,58.095037988817936,0
226.0,5.424950017481403,0.17698440472451152,0.5587743061574152,65.42925523249619,24.080381607317324,0
